Product id,Part Number,,Description,Highest similarity percentage,duplicates,
47802,LT360033,A, The Eaton LGS3630AAG Electronic Trip Unit operates with 3 Poles and 600 Amps. The module has a LG Frame and a 310+ electronic LS Trip Unit.,98.22064057,,
48528,LT3600T,A, The Eaton LT3600T Trip Unit operates with 3 Poles and 600 Amps. The module has a L Frame and a Thermal-Magnetic Unit Type.,,,
47803,LT363033,A, The Eaton LGS4250FAG Electronic Trip Unit operates with 3 Poles and 630 Amps. The module has a LG Frame and a 310+ electronic LS Trip Unit.,97.5088968,,
47821,LT440035,A, The Eaton LGH3320AAG Electronic Trip Unit operates with 4 Poles and 400 Amps. The module has a LG Frame and a 310+ electronic LSG Trip Unit.,96.81978799,,
48531,LT4400T,A, The Eaton LT4400T Trip Unit operates with 4 Poles and 400 Amps. The module has a L Frame and a Thermal-Magnetic Unit Type.,,,
15095,M003594041,A,Allen-Bradley Drive Board with a 0.06 Revision and 74101-075-53 Alternative Part Number,,,
49778,MDF-SB1003P-QJ82B-S,A, The Allen-Bradley MDF-SB1003P-QJ82B-S Integrated Drive-Motor System operates with 400V and 5000 rpm. It also contains a 100 mm Frame Size and a 76.2 mm Magnet Stack Length.,99.42196532,,
49780,MDF-SB1003P-QK82B-S,A, The Allen-Bradley MDF-SB1003P-QK82B-S Integrated Drive-Motor System operates with 400V and 5000 rpm. It also contains a 100 mm Frame Size and a 76.2 mm Magnet Stack Length.,95.95375723,,
48185,MDL2300,A, The Eaton MDL2300 Molded Case Circuit Breaker operates with 2 Poles and 300 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,98.55072464,,
48187,MDL2400,A, The Eaton MDL2400 Molded Case Circuit Breaker operates with 2 Poles and 400 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,98.55072464,,
48190,MDL2600,A, The Eaton MDL2600 Molded Case Circuit Breaker operates with 2 Poles and 600 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,98.55072464,,
48192,MDL2800,A, The Eaton MDL2800 Molded Case Circuit Breaker operates with 2 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,98.55072464,,
48266,MDL2800WK,A,"<p>The Eaton MDL2800WK Molded Case Circuit Breaker operates with 2 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.</p>
",95.47038328,,
48201,MDL3300,A, The Eaton MDL3300 Molded Case Circuit Breaker operates with 3 Poles and 300 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48203,MDL3400,A, The Eaton MDL3400 Molded Case Circuit Breaker operates with 3 Poles and 400 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48204,MDL3450,A, The Eaton MDL3450 Molded Case Circuit Breaker operates with 3 Poles and 450 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48205,MDL3500,A, The Eaton MDL3500 Molded Case Circuit Breaker operates with 3 Poles and 500 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48206,MDL3600,A, The Eaton MDL3600 Molded Case Circuit Breaker operates with 3 Poles and 600 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48207,MDL3700,A, The Eaton MDL3700 Molded Case Circuit Breaker operates with 3 Poles and 700 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48208,MDL3800,A, The Eaton MDL3800 Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.63898917,,
48274,MDL3800F,A, The Eaton MDL3800F Frame operates with 3 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,,,
48269,MDL3800WK,A, The Eaton MDL3800WK Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. It also has a F Frame and a Thermal Magnetic Unit Type.,99.64412811,,
48237,MDLB3500,A, The Eaton MDLB3500 Molded Case Circuit Breaker operates with 3 Poles and 500 Amps. It also has a F Frame and a 310+ Unit Type.,98.42519685,,
48239,MDLB3700,A, The Eaton MDLB3700 Molded Case Circuit Breaker operates with 3 Poles and 700 Amps. It also has a F Frame and a 310+ Unit Type.,98.42519685,,
48240,MDLB3800,A, The Eaton MDLB3800 Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. It also has a F Frame and a 310+ Unit Type.,99.60784314,,
48262,MES3800LS,A, The Eaton MES3800LS Trip Unit operates with 3 Poles and 800 Amps. It also has a F Frame and a 310+ Electronic Unit Type.,,,
48264,MES3800LSG,A, The Eaton MES3800LSG Trip Unit operates with 3 Poles and 800 Amps. It also has a F Frame and a 310+ Electronic Unit Type.,,,
48263,MES3800LSI,A, The Eaton MES3800LSI Trip Unit operates with 3 Poles and 800 Amps. It also has a F Frame and a 310+ Electronic Unit Type.,,,
48265,MES3800LSIG,A, The Eaton MES3800LSIG Trip Unit operates with 3 Poles and 800 Amps. It also has a F Frame and a 310+ Electronic Unit Type.,,,
51974,MOPEG240C,A,"<p>The Eaton MOPEG240C Motor Operator operates with a 1 Amps Inrush Current and a 100-220 Volts DC Voltage. It has a Push-to-Trip Button and a Manual Operating Key.</p>
",97.04142012,,
51979,MOPFD120C,A,"<p>The Eaton MOPFD120C Motor Operator operates with a 1 Amps Inrush Current and a 110-125 Volts DC Voltage. It has a Push-to-Trip Button and a Manual Operating Key.</p>
",98.81656805,,
51984,MOPJG120C,A,"<p>The Eaton MOPJG120C Motor Operator operates with a 1 Amps Inrush Current and a 110-125 Volts DC Voltage. It has a Push-to-Trip Button and a Manual Operating Key.</p>
",98.81656805,,
51989,MOPLG120C,A,"<p>The Eaton MOPLG120C Motor Operator operates with a 2 Amps Inrush Current and a 110-125 Volts DC Voltage. It has a Push-to-Trip Button and a Manual Operating Key.</p>
",95.78313253,,
73644,MPAR-A1100B-V2B,A,"<p>The Allen-Bradley MPAR-A1100B-V2B Electrical Cylinder is an electronic actuator that replaces the traditional pneumatic or hydraulic actuators in an industrial automation application. It is part of the MP-Series. This electric cylindrical actuator has a voltage rating of 480 Volts AC and a maximum piston speed of up to 0.25 meters per second.</p>
",95.67642957,,
73645,MPAR-A2100C-V2B,A,"<p>The Allen-Bradley MPAR-A2100C-V2B MPAR Electrical Cylinder is an electronic actuator that replaces the traditional pneumatic or hydraulic actuators in an industrial automation application. It is a member of the MP-Series of electric cylinders. This electric cylinder&nbsp;actuator has a voltage rating of 230 Volts AC and a maximum piston speed of up to 0.25 meters per second.</p>
",95.46666667,,
73640,MPAR-B3300E-M4A,A,"<p>The Allen-Bradley MPAR-B3300E-M4A MPAR Electrical Cylinder is an electric actuator that replaces the traditional pneumatic or hydraulic actuators in an industrial automation application. It is part of the MP series. This electric cylinder&nbsp;actuator has a voltage rating of 460 Volts AC and a maximum piston speed of up to 1&nbsp;meters per second.</p>
",95.02762431,,
60002,MPAS-A6012B-ALMS2C,A,"<p>The Allen-Bradley MPAS-A6012B-ALMS2C Integreated Linear Stage operates with 200V and a 120 mm Stroke Length. It has a 150mm Frame Size and a Direct Drive/6-frame, 200V-class Mechanical Drive/Motor Type.</p>
",98.0952381,,
60039,MPAS-A6054B-ALMS2C,A,"<p>The Allen-Bradley MPAS-A6054B-ALMS2C Integreated Linear Stage operates with 200V and a 540 mm Stroke Length. It has a 150mm Frame Size and a Direct Drive/6-frame, 200V-class Mechanical Drive/Motor Type.</p>
",96.20853081,,
60159,MPAS-A90541-V05S2A,A,"<p>The Allen-Bradley MPAS-A90541-V05S2A Integreated Linear Stage operates with 200V and a 540 mm Stroke Length. It has a 250 mm Frame Size and a Ballscrew/MPLS-x210E-V Mechanical Drive/Motor Type.</p>
",96.0199005,,
60184,MPAS-A9128K-ALMS2C,A,"<p>The Allen-Bradley MPAS-A9128K-ALMS2C Integreated Linear Stage operates with 200V and a 1280 mm Stroke Length. It has a 250 mm Frame Size and a Direct Drive/9-frame, 200V-class Mechanical Drive/Motor Type.</p>
",99.05660377,,
60185,MPAS-A9152K-ALMS2C,A,"<p>The Allen-Bradley MPAS-A9152K-ALMS2C Integreated Linear Stage operates with 200V and a 1520 mm Stroke Length. It has a 250 mm Frame Size and a Direct Drive/9-frame, 200V-class Mechanical Drive/Motor Type.</p>
",95.50827423,,
60204,MPAS-B60302-V20S2A,A,"<p>The Allen-Bradley MPAS-B60302-V20S2A Integreated Linear Stage operates with 400V and a 300 mm Stroke Length. It has a 150 mm Frame Size and a Ballscrew/MPLS-x220H-V Mechanical Drive/Motor Type.</p>
",98.00995025,,
37342,MPS-A330P-MJ52DA,A,"<p>The Allen-Bradley MPS-A330P-MJ52DA Stainless-steel Servo Motor operates with 200V and 5000 rpm. It also contains a 100 mm Frame Size and a 76.2 mm Magnet Stack Length.</p>
",96.20991254,,
37367,MPS-A330P-M-X156,A," The Allen-Bradley MPS-A330P-M-X156 Stainless-steel Servo Motor has 200V, 5000 rpm, and a 100 mm Frame Size.",,,
37346,MPS-A4540F-MJ52DA,A, The Allen-Bradley MPS-A4540F-MJ52DA Stainless-steel Servo Motor operates with 200V and 3000 rpm. It also contains a 130 mm Frame Size and a 101.6 mm Magnet Stack Length.,98.82352941,,
37347,MPS-A4540F-MJ54DA,A,"<p>The Allen-Bradley MPS-A4540F-MJ54DA Stainless-steel Servo Motor operates with 200V and 3000 rpm. It also contains a 130 mm Frame Size and a 101.6 mm Magnet Stack Length.</p>
",98.8700565,,
37348,MPS-A4540F-SJ52DA,A,"<p>The Allen-Bradley MPS-A4540F-SJ52DA Stainless-steel Servo Motor operates with 200V and 3000 rpm. It also contains a 130 mm Frame Size and a 101.6 mm Magnet Stack Length.</p>
",98.8700565,,
37350,MPS-B330P-MJ52DA,A, The Allen-Bradley MPS-B330P-MJ52DA Stainless-steel Servo Motor operates with 400V and 5000 rpm. It also contains a 100 mm Frame Size and a 76.2 mm Magnet Stack Length.,99.4047619,,
37352,MPS-B330P-MJ54DA,A, The Allen-Bradley MPS-B330P-MJ54DA Stainless-steel Servo Motor operates with 400V and 5000 rpm. It also contains a 100 mm Frame Size and a 76.2 mm Magnet Stack Length.,98.80952381,,
37368,MPS-B330P-M-X156,A," The Allen-Bradley MPS-B330P-M-X156 Stainless-steel Servo Motor has 400V, 5000 rpm, and a 100 mm Frame Size.",,,
37355,MPS-B4540F-MJ52DA,A, The Allen-Bradley MPS-B4540F-MJ52DA Stainless-steel Servo Motor operates with 400V and 3000 rpm. It also contains a 130 mm Frame Size and a 101.6 mm Magnet Stack Length.,96.82997118,,
37357,MPS-B4540F-MJ54DA,A,"<p>The Allen-Bradley MPS-B4540F-MJ54DA Stainless-steel Servo Motor operates with 400V and 3000 rpm. It also contains a 130 mm Frame Size and a 101.6 mm Magnet Stack Length.</p>
",98.8700565,,
37358,MPS-B4540F-SJ52DA,A,"<p>The Allen-Bradley MPS-B4540F-SJ52DA Stainless-steel Servo Motor operates with 400V and 3000 rpm. It also contains a 130 mm Frame Size and a 101.6 mm Magnet Stack Length.</p>
",95.75070822,,
37361,MPS-B560F-MJ52DF,A, The Allen-Bradley MPS-B560F-MJ52DF Stainless-steel Servo Motor operates with 400V and 3000 rpm. It also contains a 165 mm Frame Size and a 152.4 mm Magnet Stack Length.,96.23188406,,
37362,MPS-B560F-MJ54DA,A,"<p>The Allen-Bradley MPS-B560F-MJ54DA Stainless-steel Servo Motor operates with 400V and 3000 rpm. It also contains a 165 mm Frame Size and a 152.4 mm Magnet Stack Length.</p>
",99.43181818,,
48181,ND312WK,A, The ND312WK Molded Case Switch operates with 3 Poles and 1200 Amps. The module also has a N Frame and a 65 kA @ 240V AC Interrupting Capacity.,98.6013986,,
48135,ND3800T106W,A, The ND3800T106W Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. The module also has a N Frame and a Model 1050 Trip Model.,99.64157706,,
48117,ND3800T52W,A, The ND3800T52W Molded Case Circuit Breaker operates with 3 Poles and 800 Amps. The module also has a N Frame and a Model 550 Trip Model.,98.55072464,,
48177,ND3800WK,A, The ND3800WK Molded Case Switch operates with 3 Poles and 800 Amps. The module also has a N Frame and a 65 kA @ 240V AC Interrupting Capacity.,97.2027972,,
48182,ND412WK,A, The ND412WK Molded Case Switch operates with 4 Poles and 1200 Amps. The module also has a N Frame and a 65 kA @ 240V AC Interrupting Capacity.,96.52777778,,
48145,NDC312T106W,A, The NDC312T106W Molded Case Circuit Breaker operates with 3 Poles and 1200 Amps. The module also has a N Frame and a Model 1050 Trip Model.,98.93238434,,
46207,NGC308032E,A, The Eaton NGC308032E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46206,NGC308033E,A, The Eaton NGC308033E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46208,NGC308035E,A,"<p>The Eaton NGC308035E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.</p>
",99.47643979,,
46209,NGC308036E,A,"<p>The Eaton NGC308036E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.</p>
",97.06666667,,
46211,NGC308039E,A, The Eaton NGC308039E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,98.10298103,,
46228,NGC312033E,A, The Eaton NGC312033E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46231,NGC312036E,A, The Eaton NGC312036E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46251,NGFCT120,A, The Eaton NGFCT120 External Neutral Sensor operates with 1200 max. Amps and 3 Poles. It also has a NG Frame.,,,
46164,NGH308032E,A, The Eaton NGH308032E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46163,NGH308033E,A, The Eaton NGH308033E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46165,NGH308035E,A, The Eaton NGH308035E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46166,NGH308036E,A, The Eaton NGH308036E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,98.91304348,,
46167,NGH308038E,A,"<p>The Eaton NGH308038E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.</p>
",98.95287958,,
46186,NGH312032E,A, The Eaton NGH312032E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46185,NGH312033E,A, The Eaton NGH312033E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46187,NGH312035E,A, The Eaton NGH312035E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46188,NGH312036E,A, The Eaton NGH312036E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46189,NGH312038E,A, The Eaton NGH312038E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46190,NGH312039E,A, The Eaton NGH312039E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46252,NGK3080KSE,A,"<p>The Eaton NGK3080KSE Molded Case Switch operates with 800 Amps and 3 Poles. It also has a NG Frame.</p>
",,,
46139,NGS212032E,A, The Eaton NGS212032E Molded Case Circuit Breaker operates with 2 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,98.91891892,,
46138,NGS212033E,A, The Eaton NGS212033E Molded Case Circuit Breaker operates with 2 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46121,NGS308032E,A, The Eaton NGS308032E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46120,NGS308033E,A, The Eaton NGS308033E Molded Case Circuit Breaker operates with 3 Poles and 80 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45652174,,
46143,NGS312032E,A, The Eaton NGS312032E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46142,NGS312033E,A, The Eaton NGS312033E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46144,NGS312035E,A, The Eaton NGS312035E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46145,NGS312036E,A, The Eaton NGS312036E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
46146,NGS312038E,A, The Eaton NGS312038E Molded Case Circuit Breaker operates with 3 Poles and 120 Amps. It also has Imperial tapped line/load conductor Terminations and a 600 V Rated Operational Voltage.,99.45945946,,
47856,RD316T52W,A, The Eaton RD316T52W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps. The module has an R-Frame and an LSI Trip Type.,96.96969697,,
47855,RD316T53W,A, The Eaton RD316T53W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LS Trip Type.,98.84169884,,
47858,RD316T55W,A, The Eaton RD316T55W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSG Trip Type.,98.85057471,,
47859,RD316T56W,A, The Eaton RD316T56W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSIG Trip Type.,99.61977186,,
47918,RD316T66W,A, The Eaton RD316T66W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSIG Trip Type.,99.24242424,,
48038,RD316T96W,A, The Eaton RD316T96W Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps.The module has a R Frame and a LSIG Trip Type.,96.57794677,,
47862,RD320T52W,A, The Eaton RD320T52W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSI Trip Type.,99.61685824,,
47861,RD320T53W,A, The Eaton RD320T53W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LS Trip Type.,98.84169884,,
47981,RD320T82W,A, The Eaton RD320T82W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSI Trip Type.,97.70992366,,
47871,RD325T56W,A, The Eaton RD325T56W Molded Case Circuit Breaker operates with 3 Poles and 2500 Amps.The module has a R Frame and a LSIG Trip Type.,98.47328244,,
49747,RDB-B29024-3B72AA,A, The Allen-Bradley RDB-B29024-3B72AA Direct-Drive Servo Motor operates with 400V and 200 rpm. It also contains Bearingless Housing Housing Type and a 290 mm Frame Size.,99.4047619,,
48101,RDC320T107W,A, The Eaton RDC320T107W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSIA 1050 Trip Type.,97.82608696,,
47882,RDC320T55W,A, The Eaton RDC320T55W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSG Trip Type.,98.09885932,,
48062,RDC320T96W,A, The Eaton RDC320T96W Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps.The module has a R Frame and a LSIG Trip Type.,96.2962963,,
47886,RDC325T52W,A, The Eaton RDC325T52W Molded Case Circuit Breaker operates with 3 Poles and 2500 Amps.The module has a R Frame and a LSI Trip Type.,97.70992366,,
46010,RGC316033E,A,"<p>The Eaton RGC316033E Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps. The module also has a 310+ Electronic LS Trip Unit and 8 kV Main Conducting Paths.</p>
",96.31728045,,
46012,RGC316035E,A, The Eaton RGC316035E Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps. The module also has a 310+ Electronic LSG Trip Unit and 8 kV Main Conducting Paths.,99.41176471,,
46019,RGC320036E,A,"<p>The Eaton RGC320036E Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps. The module also has a 310+ Electronic LSIG Trip Unit and 8 kV Main Conducting Paths.</p>
",97.46478873,,
46110,RGFCT200A,A, The Eaton RGH316032E External Neutral Sensor operates with 2000 Amps and 3 Poles. The module has a RG Frame.,,,
45983,RGH316033E,A, The Eaton RGH316033E Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps. The module also has a 310+ Electronic LS Trip Unit and 8 kV Main Conducting Paths.,99.11504425,,
45985,RGH316035E,A, The Eaton RGH316035E Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps. The module also has a 310+ Electronic LSG Trip Unit and 8 kV Main Conducting Paths.,98.82352941,,
45986,RGH316036E,A, The Eaton RGH316036E Molded Case Circuit Breaker operates with 3 Poles and 1600 Amps. The module also has a 310+ Electronic LSIG Trip Unit and 8 kV Main Conducting Paths.,99.1202346,,
45990,RGH320032E,A, The Eaton RGH320032E Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps. The module also has a 310+ Electronic LSI Trip Unit and 8 kV Main Conducting Paths.,99.11504425,,
45989,RGH320033E,A, The Eaton RGH320033E Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps. The module also has a 310+ Electronic LS Trip Unit and 8 kV Main Conducting Paths.,96.75516224,,
45992,RGH320036E,A, The Eaton RGH320036E Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps. The module also has a 310+ Electronic LSIG Trip Unit and 8 kV Main Conducting Paths.,99.1202346,,
45993,RGH320038E,A, The Eaton RGH320038E Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps. The module also has a 310+ Electronic LSI w/ Maintenance Mode Trip Unit and 8 kV Main Conducting Paths.,97.11286089,,
45994,RGH320039E,A, The Eaton RGH320039E Molded Case Circuit Breaker operates with 3 Poles and 2000 Amps. The module also has a 310+ Electronic LSIG w/ Maintenance Mode Trip Unit and 8 kV Main Conducting Paths.,99.21259843,,
45996,RGH325032E,A,"<p>The Eaton RGH325032E Molded Case Circuit Breaker operates with 3 Poles and 2500 Amps. The module also has a 310+ Electronic LSI Trip Unit and 8 kV Main Conducting Paths.</p>
",96.53179191,,
45995,RGH325033E,A, The Eaton RGH325033E Molded Case Circuit Breaker operates with 3 Poles and 2500 Amps. The module also has a 310+ Electronic LS Trip Unit and 8 kV Main Conducting Paths.,98.81656805,,
45998,RGH325036E,A, The Eaton RGH325036E Molded Case Circuit Breaker operates with 3 Poles and 2500 Amps. The module also has a 310+ Electronic LSIG Trip Unit and 8 kV Main Conducting Paths.,98.83040936,,
45999,RGH325038E,A,"<p>The Eaton RGH325038E Molded Case Circuit Breaker operates with 3 Poles and 2500 Amps. The module also has a 310+ Electronic LSI w/ Maintenance Mode Trip Unit and 8 kV Main Conducting Paths.</p>
",96.64082687,,
72923,SK-G9-SCR3-F6,A,"<p>The Allen-Bradley SK-G9-SCR3-F6 kit&nbsp;is a PowerFlex 700&nbsp;input SCR kit. It has an open enclosure.</p>
",,,
72924,SK-G9-VMCB1-D0,A,"<p>The SK-G9-VMCB1-D0 kit is an Allen-Bradley control kit. It is used with the&nbsp;PowerFlex 700 series drives.</p>
",,,
72928,SK-H1-ASICBD-D500,A,"<p>The Allen-Bradley PowerFlex 700 SK-H1-ASICBD-D500 board kit is an ASIC board kit. It has an open enclosure design.</p>
",,,
72930,SK-H1-ASICBD-D650,A,"<p>The&nbsp;SK-H1-ASICBD-D650 board is an ASIC board by Allen-Bradley. It is used with the PowerFlex 700 series drives.</p>
",,,
72931,SK-H1-ASICBD-D730,A,"<p>The&nbsp;SK-H1-ASICBD-D730 board is an ASIC board by Allen-Bradley. It is used with the PowerFlex 700 series drives.</p>
",,,
49818,SP-105062,A, The Allen-Bradley 105062 is a TD-1 in the Bulletin  1395 Spare Parts (SP) Series .,,,
49813,SP-109833,A, The Allen-Bradley 109833 is a Field Inductor in the Bulletin  1395 Spare Parts (SP) Series .,,,
21689,SP-110996,A,"<p>Allen Bradley 1395 Digital DC ARMATURE PULSE BOARD</p>
",,,
49843,SP-111307,A, The Allen-Bradley 111307 N.O./N.C. Aux. Contact has 3.6-110 Amps and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49809,SP-112929,A, The Allen-Bradley 112929 is a Heat Sink Thermoswitch in the Bulletin  1395 Spare Parts (SP) Series .,,,
49849,SP-115547,A, The Allen-Bradley 115547 MOV Three Phase has a 240-480V Voltage and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49842,SP-115621,A, The Allen-Bradley 115621 Contactor Suppressor has 261-345 Amps and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49807,SP-117475,A, The Allen-Bradley 117475 is a Cooling Fan in the Bulletin  1395 Spare Parts (SP) Series .,,,
49880,SP-117486,A, The Allen-Bradley 117486 SCR Armature (Regen or non-Regen) has a 240-480V Voltage and 346-670 Amps ; it is a part of the Bulletin 1395 Spare Parts (SP) Series. ,95.65217391,,
49844,SP-119487,A, The Allen-Bradley 119487 Contactor Coil has 3.6-56 Amps and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49845,SP-119488,A, The Allen-Bradley 119488 Contactor Coil has 57-110 Amps and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49840,SP-119489,A, The Allen-Bradley 119489 Contactor Coil has 111-180 Amps and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49841,SP-119490,A, The Allen-Bradley 119490 Contactor Coil has 181-345 Amps and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49790,SP-119521,A,"<p>The Allen-Bradley 119521 is a Firmware Rev. 3.01 in the Bulletin 1395 Spare Parts (SP) Series .</p>
",,,
49855,SP-122970,A, The Allen-Bradley 122970 Feedback Board  has a 240V Voltage and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49856,SP-122972,A, The Allen-Bradley 122972 Feedback Board has a 300-575V Voltage and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49853,SP-122982,A, The Allen-Bradley 122982 J1 PSI Board Cable Connector has 6 Pins and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49854,SP-122983,A, The Allen-Bradley 122983 J10 PSI Board Cable Connector has 12 Pins and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49852,SP-122985,A, The Allen-Bradley 122985 Transformer has a 24V Power Supply and is in the Bulletin  1395 Spare Parts (SP) Series .,,,
49899,SP-123148,A," The Allen-Bradley 123148 Contactor - 2 Pole wo/DB contains 3.6-56 Amps, a 550 V DC Voltage, and 50/60 Hertz. It also has a 115V Coil and 2 Poles.",96.90721649,,
