Product id,Part Number,"A (A=About, G=Generate, C=Customd, D=don�t touch)",Description,Highest similarity percentage,duplicates
15507,25B-V2P5N104,G,"The 25B-V2P5N104 is a PowerFlex 525 Adjustable Frequency AC Drive from Allen-Bradley. This drive operates when supplied with nominal voltage of 120VAC, 1-Phase. It delivers output power of 0.4 kW or 0.5 HP for both normal and heavy-duty operation. The drive’s output Current is 2.5 Amperes with an IP20 NEMA / Open rated enclosure.",96.50986343,
15509,25B-V6P0N104,G,"Allen Bradley PowerFlex 525 Drive with One Phase, 120 VAC voltage and 6 Amperes Output Current",,
15565,25C-A011N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 11 Amperes output and 3 Horsepower",,
15566,25C-A011N114,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 11 Amperes output and 3 Horsepower",,
15567,25C-A2P5N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 2.5 Amperes  output and 0.5 Horsepower",,
15568,25C-A2P5N114,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 2.5 Amperes output and 0.5 Horsepower",,
15569,25C-A4P8N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 4.8 Amperes output and 1 Horsepower",,
15570,25C-A4P8N114,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 4.8 Amperes output and 1 Horsepower",,
15571,25C-A8P0N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 8 Amperes output and 2 Horsepower",,
15572,25C-A8P0N114,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 8 Amperes output and 2 Horsepower",,
15573,25C-B011N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 11 Amperes output and 3 Horsepower",,
15574,25C-B017N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 17.5 Amperes output and 5 Horsepower",,
15575,25C-B024N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 24 Amperes output and 7.5 Horsepower",,
15576,25C-B032N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 32 Amperes output and 10 Horsepower",,
15577,25C-B048N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 48.3 Amperes output and 15 Horsepower",,
15578,25C-B062N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 62.1 Amperes output and 20 Horsepower",,
15579,25C-B2P5N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 2.5 Amperes output and 0.5 Horsepower",,
15580,25C-B5P0N104,G,"<p>Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 5.0 Amperes output and 1 Horsepower</p>
",,
15581,25C-B8P0N104,G,"Allen-Bradley PowerFlex 527 Drive with 240 AC Volts power, 8.0 Amperes output and 2 Horsepower",,
15582,25C-D010N104,G,"<p>Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 10.5 Amperes output and 5 Horsepower</p>
",,
15583,25C-D010N114,G,"<p>Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 10.5 Amperes output and 5 Horsepower</p>
",,
15584,25C-D013N104,G,"<p>Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 13 Amperes output and 7.5 Horsepower</p>
",,
15585,25C-D013N114,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 13 Amperes output and 7.5 Horsepower",,
15586,25C-D017N104,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 17 Amperes output and 10 Horsepower",,
15587,25C-D017N114,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 17 Amperes output and 10 Horsepower",,
15588,25C-D024N104,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 24 Amperes output and 15 Horsepower",,
15589,25C-D024N114,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 24 Amperes output and 15 Horsepower",,
15590,25C-D030N104,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 30 Amperes output and 20 Horsepower",,
15591,25C-D030N114,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 30 Amperes output and 20 Horsepower",,
15592,25C-D037N114,G,"The Allen-Bradley 25C-D017N114 PowerFlex 527 adjustable frequency AC drive. This drive features an input voltage range of 380-480VAC, 3-phase and delivers output voltage of 0-460VAC, 3-Phase, with rated Current of 37.0 A and Power of 18.5 kW (25.0 HP) for normal duty and 15.0 kW (20.0 HP) for heavy-duty operation. It has an integral Dual Ethernet communication interface that support Linear, Star and Ring topologies. It is capable of Volts / Hertz, Sensorless Vector Control (SVC), SVC Economizer, Closed Loop Position Vector Control and Closed Loop Velocity Vector Control.",96.28318584,
15593,25C-D043N114,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 43 Amperes output and 30 Horsepower",,
15594,25C-D1P4N104,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 1.4 Amperes output and 0.5 Horsepower",,
15595,25C-D1P4N114,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 1.4 Amperes output and 0.5 Horsepower",,
15596,25C-D2P3N104,G,"The Allen-Bradley 25C-D2P3N104 PowerFlex 527 adjustable frequency AC drive. This drive features an input voltage range of 380-480VAC, 3-phase and delivers output voltage of 0-460VAC, 3-Phase, with rated Current of 2.3 A and Power of 0.75 kW (1.0 HP) for normal duty and heavy-duty operation. It has an integral Dual Ethernet communication interface that support Linear, Star and Ring topologies. It is capable of Volts / Hertz, Sensorless Vector Control (SVC), SVC Economizer, Closed Loop Position Vector Control and Closed Loop Velocity Vector Control.",97.73755656,
15597,25C-D2P3N114,G,"The Allen-Bradley 25C-D2P3N114 PowerFlex 527 adjustable frequency AC drive. This drive features an input voltage range of 380-480VAC, 3-phase and delivers output voltage of 0-460VAC, 3-Phase, with rated Current of 2.3 A and Power of 0.75 kW (1.0 HP) for normal duty and heavy-duty operation. It has an integral Dual Ethernet communication interface that support Linear, Star and Ring topologies. It is capable of Volts / Hertz, Sensorless Vector Control (SVC), SVC Economizer, Closed Loop Position Vector Control and Closed Loop Velocity Vector Control. This drive has an integrated EMC filter.",98.06234204,
15598,25C-D4P0N104,G,"Allen-Bradley PowerFlex 527 Drive with 480 AC Volts power, 4 Amperes output and 2 Horsepower",,
15599,25C-D4P0N114,G,"The Allen-Bradley 25C-D4P0N114 PowerFlex 527 adjustable frequency AC drive. This drive features an input voltage range of 380-480VAC, 3-phase and delivers output voltage of 0-460VAC, 3-Phase, with rated Current of 4.0 A and Power of 1.5 kW (2.0 HP) for both normal and heavy-duty operation. It has an integral Dual Ethernet communication interface that support Linear, Star and Ring topologies. It is capable of Volts / Hertz, Sensorless Vector Control (SVC), SVC Economizer, Closed Loop Position Vector Control and Closed Loop Velocity Vector Control. This drive has an integrated EMC filter.",99.15682968,
15600,25C-D6P0N104,G,"The Allen-Bradley 25C-D6P0N104 PowerFlex 527 adjustable frequency AC drive. This drive features an input voltage range of 380-480VAC, 3-phase and delivers output voltage of 0-460VAC, 3-Phase, with rated Current of 6.0 A and Power of 2.2 kW (3.0 HP) for both normal and heavy-duty operation. It has an integral Dual Ethernet communication interface that support Linear, Star and Ring topologies. It is capable of Volts / Hertz, Sensorless Vector Control (SVC), SVC Economizer, Closed Loop Position Vector Control and Closed Loop Velocity Vector Control.",96.24454148,
15602,25C-E012N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 12 Amperes output and 10 Horsepower",,
15603,25C-E019N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 19 Amperes output and 15 Horsepower",,
15604,25C-E022N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 22 Amperes output and 20 Horsepower",,
15605,25C-E027N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 27 Amperes output and 25 Horsepower",,
15606,25C-E032N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 32 Amperes output and 30 Horsepower",,
15607,25C-E0P9N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 0.9 Amperes output and 0.5 Horsepower",,
15608,25C-E1P7N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 1.7 Amperes output and 1 Horsepower",,
15609,25C-E3P0N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 3 Amperes output and 2 Horsepower",,
15610,25C-E4P2N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 4.2 Amperes output and 3 Horsepower",,
15611,25C-E6P6N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 6.6 Amperes output and 5 Horsepower",,
15612,25C-E9P9N104,G,"Allen-Bradley PowerFlex 527 Drive with 600 AC Volts power, 9.9 Amperes output and 7.5 Horsepower",,
15613,25C-V2P5N104,G,"Allen-Bradley PowerFlex 527 Drive with 120 AC Volts power, 2.5 Amperes output and 0.5 Horsepower",,
15614,25C-V4P8N104,G,"Allen-Bradley PowerFlex 527 Drive with 120 AC Volts power, 4.8 Amperes output and 1 Horsepower",,
15615,25C-V6P0N104,G,"Allen-Bradley PowerFlex 527 Drive with 120 AC Volts power, 6 Amperes output and 1.5 Horsepower",,
9717,2706-A11J,G,"<p>DL10 series Message Display with 1 line, 20 character VFD and 120V AC input power</p>
",,
9718,2706-A21C,G,"<p>DL10 series Message Display with 2 line, 20 character VFD and 120V AC input power</p>
",,
9719,2706-A21J,G,"<p>DL10 series Message Display with 2 line, 20 character VFD and 120V AC input power</p>
",,
9720,2706-A41J,G,"<p>DL10 series Message Display with 4 line, 20 character VFD and 120V AC input power</p>
",,
9721,2706-A42C,G,"DL10 series Message Display with 4 line, 20 character VFD and 240V AC input power",,
9722,2706-B11C8,G,"DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 8K RAM memory",,
9724,2706-B13C16,G,"<p>DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 16K RAM memory</p>
",,
9725,2706-B13C31,G,"DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 31K RAM memory",,
9726,2706-B13C8,G,"<p>DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 8K RAM memory</p>
",,
9727,2706-B13J16,G,"DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 16K RAM memory",,
9728,2706-B13J31,G,"DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 31K RAM memory",,
9729,2706-B13J8,G,"DL20 series Message Display with 1 line, 20 character VFD and 110/120V AC input power and 8K RAM memory",,
9730,2706-B21C31,G,"DL20 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 31K RAM memory",,
9731,2706-B21C8,G,"DL20 series Message Display with 2 line, 20 character VFD and 120V AC input power and 8K RAM memory",,
9732,2706-B21J16,G,"DL20 series Message Display with 2 line, 20 character VFD and 120V AC input power and 16K RAM memory",,
9733,2706-B21J31,G,"DL20 series Message Display with 2 line, 20 character VFD and 110/120V AC input power and 31K RAM memory",,
9734,2706-B21J8,G,"DL20 series Message Display with 2 line, 16 character VFD and 12-24V DC input power and 8K RAM memory",,
9735,2706-B23C16,G,"DL20 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9736,2706-B23C31,G,"DL20 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 31K RAM memory",,
9737,2706-B23C8,G,"DL20 series Message Display with 2 line, 20 character VFD and 120V AC input power and 8K RAM memory",,
9738,2706-B23J16,G,"DL20 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9739,2706-B23J31,G,"<p>DL20 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 31K RAM memory</p>
",,
9740,2706-B23J8,G,"DL20 series Message Display with 2 line, 20 character VFD and 100-240V AC input power and 8K RAM memory",,
9741,2706-B41C16,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9742,2706-B41C31,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 31K RAM memory",,
9743,2706-B41J16,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9744,2706-B41J31,G,"DL20 series Message Display with 4 line, 20 character VFD and 120V AC input power and 31K RAM memory",,
9745,2706-B43C16,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9746,2706-B43C31,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 31K RAM memory",,
9747,2706-B43J16,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9748,2706-B43J31,G,"DL20 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 31K RAM memory",,
9749,2706-C11J32,G,"DL30 series Message Display with 1 line, 16 character VFD and 110/120V AC input power and 32K RAM memory",,
9750,2706-C11J8,G,"DL30 series Message Display with 1 line, 16 character VFD and 110/120V AC input power and 8K RAM memory",,
9751,2706-C11J8A1,G,"DL30 series Message Display with 1 line, 16 character VFD and 110/120V AC input power and 8K RAM memory",,
9752,2706-C21J8,G,"DL30 series Message Display with 2 line, 18 character VFD and 110/120V AC input power and 8K RAM memory",,
9753,2706-C21J8A1,G,"DL30 series Message Display with 2 line, 18 character VFD and 110/120V AC input power and 8K RAM memory",,
9754,2706-D11J2,G,"DL5 series Message Display with 1 line, 16 character VFD and 12-24V DC input power and 2K RAM memory",,
9756,2706-D21J8,G,"DL5 series Message Display with 2 line, 16 character VFD and 12-24V DC input power and 8K RAM memory",,
9757,2706-E23C16,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9758,2706-E23C16B1,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9759,2706-E23C32,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9760,2706-E23C32B1,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9761,2706-E23J16,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9762,2706-E23J16B1,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 16K RAM memory",,
9763,2706-E23J32,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9764,2706-E23J32B1,G,"DL40 series Message Display with 2 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9765,2706-E43C128,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 128K RAM memory",,
9766,2706-E43C128B1,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 128K RAM memory",,
9767,2706-E43C32,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9768,2706-E43C32B1,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9769,2706-E43C64,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 64K RAM memory",,
9770,2706-E43C64B1,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 64K RAM memory",,
9771,2706-E43J128,G,"<p>DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 128K RAM memory</p>
",,
9772,2706-E43J128B1,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 128K RAM memory",,
9773,2706-E43J32,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9774,2706-E43J32B1,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 32K RAM memory",,
9775,2706-E43J64,G,"<p>DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 64K RAM memory</p>
",,
9776,2706-E43J64B1,G,"DL40 series Message Display with 4 line, 20 character VFD and 85-264V AC input power and 64K RAM memory",,
9777,2706-F11J,G,"DL50 series Message Display with 1 or 2 line, 10 or 20 character VFD and 100- 240V AC input power",,
9778,2706-F11JC,G,"<p>DL50 series Message Display with 1 or 2 line, 10 or 20 character VFD and 100- 240V AC input power</p>
",,
9779,2706-F21J,G,"DL50 series Message Display with 1 or 2 line, 20 or 40 character VFD and 100- 240V AC input power",,
9780,2706-F21JC,G,"DL50 series Message Display with 1 or 2 line, 20 or 40  character VFD and 100- 240V AC input power",,
9781,2706-LV2P,G,"DL40P series Message Display with 2 line, 20 character VFD and 120 or 240V AC input power and 128K RAM memory",,
9782,2706-LV2R,G,"DL40P series Message Display with 2 line, 20 character VFD and 120 or 240V AC input power and 128K RAM memory",,
9783,2706-LV4P,G,"DL40P series Message Display with 4 line, 20 character VFD and 120 or 240V AC input power and 128K RAM memory",,
9784,2706-LV4R,G,"DL40P series Message Display with 4 line, 20 character VFD and 120 or 240V AC input power and 128K RAM memory",,
26779,2707-L40P1,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26772,2707-L40P1R,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26778,2707-L40P2,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26771,2707-L40P2R,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26781,2707-L8P1,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 8K memory.",,
26774,2707-L8P1R,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 8K memory.",,
26773,2707-L8P2R,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 8K memory.",,
26782,2707-M485P3,G,"DTAM Micro series Message Display with 2 line, 20 character VFD and 24V DC input power with 244-screen memory.",,
26784,2707-MVH232,G,"MicroView series Message Display with 2 line, 16 character VFD and 24V DC input power with 50-screen memory.",,
26777,2707-V40P1,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26770,2707-V40P1R,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26775,2707-V40P2N,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26768,2707-V40P2NR,G,"DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.",,
26769,2707-V40P2R,G,"<p>DTAM Plus series Message Display with 4 line, 20 character VFD and 24V DC input power with 40K memory.</p>
",,
10096,2711P-B10C15A2,G,Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display with ControlNet Communication AC Power Logic Module with 128MB,,
10101,2711P-B10C15D1,G,Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display with ControlNet Communication DC Power Logic Module with 64MB,,
10102,2711P-B10C15D2,G,Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display with ControlNet Communication DC Power Logic Module with 128MB,,
10105,2711P-B10C4A1,G,"Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 64MB",,
10106,2711P-B10C4A2,G,"Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 128MB",,
10112,2711P-B10C4D2,G,"Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display  Ethernet, RS-232, and two USB DC Power Logic Module with 128MB",,
10115,2711P-B10C6A1,G,Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display with DH+ /DH-485 communication  AC Power Logic Module with 64MB,,
10116,2711P-B10C6A2,G,Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display with DH+ /DH-485 communication  AC Power Logic Module with 128MB,,
10122,2711P-B10C6D2,G,Panelview Plus 1000 Touchscreen/Keypad 10.4 in Color Display with DH+ /DH-485 communication  DC Power Logic Module with 128MB,,
12689,2711P-B12C15A1,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with ControlNet Communication AC Power Logic Module with 64MB,,
12690,2711P-B12C15A2,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with ControlNet Communication AC Power Logic Module with 128MB,,
12695,2711P-B12C15D1,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with ControlNet Communication DC Power Logic Module with 64MB,,
12696,2711P-B12C15D2,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with ControlNet Communication DC Power Logic Module with 128MB,,
12699,2711P-B12C4A1,G,"Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 64MB",,
12700,2711P-B12C4A2,G,"Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 128MB",,
12705,2711P-B12C4D1,G,"Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display  Ethernet, RS-232, and two USB DC Power Logic Module with 64MB",,
12706,2711P-B12C4D2,G,"Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display  Ethernet, RS-232, and two USB DC Power Logic Module with 128MB",,
12709,2711P-B12C6A1,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with DH+ /DH-485 communication  AC Power Logic Module with 64MB,,
12715,2711P-B12C6D1,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with DH+ /DH-485 communication  DC Power Logic Module with 64MB,,
12716,2711P-B12C6D2,G,Panelview Plus 1250 Touchscreen/Keypad 12.1 in Color Display with DH+ /DH-485 communication  DC Power Logic Module with 128MB,,
28893,2711P-B15C15A1,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with ControlNet Communication AC Power Logic Module with 64MB,,
28892,2711P-B15C15A2,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with ControlNet Communication AC Power Logic Module with 128MB,,
28899,2711P-B15C15D1,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with ControlNet Communication DC Power Logic Module with 64MB,,
28898,2711P-B15C15D2,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with ControlNet Communication DC Power Logic Module with 128MB,,
28883,2711P-B15C4A1,G,"Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 64MB",,
28882,2711P-B15C4A2,G,"Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 128MB",,
28889,2711P-B15C4D1,G,"Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display  Ethernet, RS-232, and two USB DC Power Logic Module with 64MB",,
28888,2711P-B15C4D2,G,"Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display  Ethernet, RS-232, and two USB DC Power Logic Module with 128MB",,
28903,2711P-B15C6A1,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with DH+ /DH-485 communication  AC Power Logic Module with 64MB,,
28902,2711P-B15C6A2,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with DH+ /DH-485 communication  AC Power Logic Module with 128MB,,
28909,2711P-B15C6D1,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with DH+ /DH-485 communication  DC Power Logic Module with 64MB,,
28908,2711P-B15C6D2,G,Panelview Plus 1500 Touchscreen/Keypad 15 in  Color Display with DH+ /DH-485 communication  DC Power Logic Module with 128MB,,
10589,2711P-B4C20A,G,3.5-in. Display Color Keypad/Touch -AC 400 Terminal,,
10590,2711P-B4C20D,G,3.5-in. Display Color Keypad/Touch -DC 400 Terminal,,
10593,2711P-B4C5A,G,3.5-in. Display Color Keypad/Touch -AC 400 Terminal,,
10594,2711P-B4C5D,G,3.5-in. Display Color Keypad/Touch -DC 400 Terminal,,
24389,2711P-B6C1A,G,"Allen-Bradley PanelView Plus 600 Operator Interface Terminal with Keypad/Touchscreen input, 5.7-inch Color Display, and 120 Volts AC Power Supply.",,2
24365,2711P-B6C20A,G,5.7-in. Color Kepad/Touch AC 600 Terminal,,
24391,2711P-B6C3A,G,"Allen-Bradley PanelView Plus 600 Operator Interface Terminal with Keypad/Touchscreen input, 5.7-inch Color Display, and 120 Volts AC Power Supply.",,2
24367,2711P-B6C5A,G,5.7-in. Color Kepad/Touch AC 600 Terminal,,
24393,2711P-B6M1A,G,"Allen-Bradley PanelView Plus 600 Operator Interface Terminal with Keypad/Touchscreen input, 5.7-inch Monochrome Display, and 120 Volts AC Power Supply.",,2
24394,2711P-B6M1D,G,"Allen-Bradley PanelView Plus 600 Operator Interface Terminal with Keypad/Touchscreen input, 5.7-inch Monochrome Display, and 24 Volts DC Power Supply.",,2
24370,2711P-B6M20D,G,5.7-in. Grayscale Kepad/Touch DC 600 Terminal,,
24395,2711P-B6M3A,G,"Allen-Bradley PanelView Plus 600 Operator Interface Terminal with Keypad/Touchscreen input, 5.7-inch Monochrome Display, and 120 Volts AC Power Supply.",,2
24396,2711P-B6M3D,G,"Allen-Bradley PanelView Plus 600 Operator Interface Terminal with Keypad/Touchscreen input, 5.7-inch Monochrome Display, and 24 Volts DC Power Supply.",,2
24371,2711P-B6M5A,G,5.7-in. Grayscale Kepad/Touch AC 600 Terminal,,
24372,2711P-B6M5D,G,5.7-in. Grayscale Kepad/Touch DC 600 Terminal,,
9937,2711P-B7C15A1,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with ControlNet Communication AC Power Logic Module with 64MB,,
9938,2711P-B7C15A2,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with ControlNet Communication AC Power Logic Module with 128MB,,
9943,2711P-B7C15D1,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with ControlNet Communication DC Power Logic Module with 64MB,,
9944,2711P-B7C15D2,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with ControlNet Communication DC Power Logic Module with 128MB,,
9947,2711P-B7C4A1,G,"Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 64MB",,
9948,2711P-B7C4A2,G,"Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display  Ethernet, RS-232, and two USB AC Power Logic Module with 128MB",,
9954,2711P-B7C4D2,G,"Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display  Ethernet, RS-232, and two USB DC Power Logic Module with 128MB",,
9957,2711P-B7C6A1,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with DH+ /DH-485 communication  AC Power Logic Module with 64MB,,
9958,2711P-B7C6A2,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with DH+ /DH-485 communication  AC Power Logic Module with 128MB,,
9963,2711P-B7C6D1,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with DH+ /DH-485 communication  DC Power Logic Module with 64MB,,
9964,2711P-B7C6D2,G,Panelview Plus 700 Touchscreen/Keypad 6.5 in  Color Display with DH+ /DH-485 communication  DC Power Logic Module with 128MB,,
12451,2711PC-B4C20D,G,"PanelView Plus 6 Compact series with Color display with Ethernet and RS-232 communication, 24V DC input power, FactoryTalk View Compact Machine Edition software, and 512 MB nonvolatile memory and 256 MB RAM",,4
12452,2711PC-B4C20D8,G,"PanelView Plus 6 Compact series with Color display with Ethernet and RS-232 communication, 24V DC input power, FactoryTalk View Compact Machine Edition software, and 512 MB nonvolatile memory and 256 MB RAM",,4
12453,2711PC-B4C20D8-LR,G,"PanelView Plus 6 Compact series with Color display with Ethernet and RS-232 communication, 24V DC input power, FactoryTalk View Compact Machine Edition software, and 512 MB nonvolatile memory and 256 MB RAM",,4
