A -- 1-3,Manufacturer,Series,B -- 4-9,IEC Contactor,Screw Terminals,Spring Terminals,Max Current,Current Rating,Features,Contacts,Coil Voltages,Optional Overload Relays,Optional Accessories,Standards/Certifications,Terminal Coil AC Voltages,Terminal Coil DC Voltages,Contact Assignment Type
,,,K12ZA01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 220V,1
,,,K12ZT01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 250V,1
,,,KR12KJ01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 24V 50/60Hz,-,1
,,,KR12D01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 110V 50Hz/ 120V 60Hz,-,1
,,,KR12KF01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 230V 50/60Hz,-,1
,,,KR12ZJ01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V,1
,,,KR12DJ01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V with Integrated Diode,1
,,,KR12ZD01M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 110V,1
,,,K05KJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 24 V 50/60 Hz,-,400
,,,K05D400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 110V 50Hz/ 120V 60Hz,-,400
,,,K05KF400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 230V 50/60Hz,-,400
,,,K05KA400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 240V 50/60 Hz,-,400
,,,K05KN400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 400V 50/60Hz,-,400
,,,K05B400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 480V 60Hz,-,400
,,,K05VC400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 600V 60Hz,-,400
,,,K05ZQ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 12V,400
,,,K05ZJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 24V,400
,,,K05DJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 24V with Integrated Diode,400
,,,K05ZD400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 110V,400
,,,K05ZS400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 125V,400
,,,K05ZA400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 220V,400
,,,K05ZT400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 250V,400
,,,KR05KJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 24V 50/60Hz,-,400
,,,KR05D400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 110V 50Hz/ 120V 60Hz,-,400
,,,KR05KF400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 230V 50/60Hz,-,400
,,,KR05ZJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V,400
,,,KR05DJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V with Integrated Diode,400
,,,KR05ZD400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 110V,400
,,,K09KJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 24 V 50/60 Hz,-,400
,,,K09D400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 110V 50Hz/ 120V 60Hz,-,400
,,,K09KF400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 230V 50/60Hz,-,400
,,,K09KA400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 240V 50/60 Hz,-,400
,,,K09KN400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 400V 50/60Hz,-,400
,,,K09B400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 480V 60Hz,-,400
,,,K09VC400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",screw type terminal 600V 60Hz,-,400
,,,K09ZQ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 12V,400
,,,K09ZJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 24V,400
,,,K09DJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 24V with Integrated Diode,400
,,,K09ZD400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 110V,400
,,,K09ZS400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 125V,400
,,,K09ZA400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 220V,400
,,,K09ZT400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,screw type terminal 250V,400
,,,KR09KJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 24V 50/60Hz,-,400
,,,KR09D400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 110V 50Hz/ 120V 60Hz,-,400
,,,KR09KF400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",spring clamp type terminal 230V 50/60Hz,-,400
,,,KR09ZJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V,400
,,,KR09DJ400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 24V with Integrated Diode,400
,,,KR09ZD400M,IEC Contactor,Yes,5...9 A,12A,5...12A,"Mini-contactors, Uniform panel mounting dimensions, Panel mounting or mounting on 35 mm DIN Rail, AC or DC coil control, Made of environmentally friendly materials","3 power poles with internal N.O. or N.C. auxiliary contact, or 4 power poles. Optional front-mounted 2- or 4- pole external auxiliary contact block.","AC = 24...600V, 50/60Hz DC = 12...250V",Electronic or bimetallic,"Front-mount auxiliary contacts, Surge suppressors, Electronic Timers, Mechanical interlocks","UL, CSA, IEC, CE Marked, CCC",-,spring clamp type terminal 110V,400
